year,week,loc,state,country,loc_type,number,event
1980,20,KENTUCKY,KY,US,STATE,5,CASES
1980,20,TENNESSEE,TN,US,STATE,2,CASES
1980,20,OKLAHOMA,OK,US,STATE,181,CASES
1980,20,TEXAS,TX,US,STATE,2,CASES
1980,20,ARIZONA,AZ,US,STATE,7,CASES
1980,20,WASHINGTON,WA,US,STATE,7,CASES
1980,20,CALIFORNIA,CA,US,STATE,46,CASES
1980,20,PUERTO RICO,PR,US,STATE,8,CASES
1980,21,NEW HAMPSHIRE,NH,US,STATE,21,CASES
1980,21,VERMONT,VT,US,STATE,4,CASES
1980,21,MASSACHUSETTS,MA,US,STATE,6,CASES
1980,21,UPSTATE NEW YORK,NY,US,STATE,27,CASES
1980,21,NEW YORK CITY,NY,US,STATE,64,CASES
1980,21,NEW JERSEY,NJ,US,STATE,49,CASES
1980,21,PENNSYLVANIA,PA,US,STATE,11,CASES
1980,21,OHIO,OH,US,STATE,2,CASES
1980,21,INDIANA,IN,US,STATE,6,CASES
1980,21,ILLINOIS,IL,US,STATE,14,CASES
1980,21,MICHIGAN,MI,US,STATE,1,CASES
1980,21,WISCONSIN,WI,US,STATE,85,CASES
1980,21,MINNESOTA,MN,US,STATE,34,CASES
1980,21,MISSOURI,MO,US,STATE,1,CASES
1980,21,MARYLAND,MD,US,STATE,7,CASES
1980,21,NORTH CAROLINA,NC,US,STATE,8,CASES
1980,21,SOUTH CAROLINA,SC,US,STATE,1,CASES
1980,21,GEORGIA,GA,US,STATE,18,CASES
1980,21,FLORIDA,FL,US,STATE,8,CASES
1980,21,KENTUCKY,KY,US,STATE,8,CASES
1980,21,TENNESSEE,TN,US,STATE,9,CASES
1980,21,OKLAHOMA,OK,US,STATE,22,CASES
1980,21,ARIZONA,AZ,US,STATE,16,CASES
1980,21,HAWAII,HI,US,STATE,2,CASES
1980,21,PUERTO RICO,PR,US,STATE,2,CASES
1980,22,NEW HAMPSHIRE,NH,US,STATE,6,CASES
1980,22,VERMONT,VT,US,STATE,2,CASES
1980,22,MASSACHUSETTS,MA,US,STATE,4,CASES
1980,22,UPSTATE NEW YORK,NY,US,STATE,23,CASES
1980,22,NEW YORK CITY,NY,US,STATE,60,CASES
1980,22,NEW JERSEY,NJ,US,STATE,46,CASES
1980,22,PENNSYLVANIA,PA,US,STATE,29,CASES
1980,22,INDIANA,IN,US,STATE,4,CASES
1980,22,ILLINOIS,IL,US,STATE,41,CASES
1980,22,MICHIGAN,MI,US,STATE,8,CASES
1980,22,WISCONSIN,WI,US,STATE,105,CASES
1980,22,MINNESOTA,MN,US,STATE,47,CASES
1980,22,KANSAS,KS,US,STATE,2,CASES
1980,22,VIRGINIA,VA,US,STATE,29,CASES
1980,22,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,22,GEORGIA,GA,US,STATE,28,CASES
1980,22,FLORIDA,FL,US,STATE,14,CASES
1980,22,TENNESSEE,TN,US,STATE,9,CASES
1980,22,LOUISIANA,LA,US,STATE,4,CASES
1980,22,OKLAHOMA,OK,US,STATE,40,CASES
1980,22,TEXAS,TX,US,STATE,2,CASES
1980,22,COLORADO,CO,US,STATE,5,CASES
1980,22,ARIZONA,AZ,US,STATE,31,CASES
1980,22,UTAH,UT,US,STATE,2,CASES
1980,22,NEVADA,NV,US,STATE,4,CASES
1980,22,WASHINGTON,WA,US,STATE,11,CASES
1980,22,OREGON,OR,US,STATE,1,CASES
1980,22,CALIFORNIA,CA,US,STATE,40,CASES
1980,22,PUERTO RICO,PR,US,STATE,4,CASES
1980,23,MAINE,ME,US,STATE,4,CASES
1980,23,NEW HAMPSHIRE,NH,US,STATE,9,CASES
1980,23,VERMONT,VT,US,STATE,2,CASES
1980,23,MASSACHUSETTS,MA,US,STATE,1,CASES
1980,23,CONNECTICUT,CT,US,STATE,1,CASES
1980,23,UPSTATE NEW YORK,NY,US,STATE,31,CASES
1980,23,NEW YORK CITY,NY,US,STATE,70,CASES
1980,23,NEW JERSEY,NJ,US,STATE,29,CASES
1980,23,PENNSYLVANIA,PA,US,STATE,51,CASES
1980,23,OHIO,OH,US,STATE,33,CASES
1980,23,ILLINOIS,IL,US,STATE,11,CASES
1980,23,MICHIGAN,MI,US,STATE,24,CASES
1980,23,WISCONSIN,WI,US,STATE,127,CASES
1980,23,MINNESOTA,MN,US,STATE,58,CASES
1980,23,MARYLAND,MD,US,STATE,9,CASES
1980,23,VIRGINIA,VA,US,STATE,24,CASES
1980,23,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,23,SOUTH CAROLINA,SC,US,STATE,5,CASES
1980,23,GEORGIA,GA,US,STATE,41,CASES
1980,23,FLORIDA,FL,US,STATE,14,CASES
1980,23,KENTUCKY,KY,US,STATE,5,CASES
1980,23,TENNESSEE,TN,US,STATE,15,CASES
1980,23,ALABAMA,AL,US,STATE,4,CASES
1980,23,ARKANSAS,AR,US,STATE,4,CASES
1980,23,OKLAHOMA,OK,US,STATE,6,CASES
1980,23,TEXAS,TX,US,STATE,1,CASES
1980,23,COLORADO,CO,US,STATE,1,CASES
1980,23,UTAH,UT,US,STATE,5,CASES
1980,23,WASHINGTON,WA,US,STATE,4,CASES
1980,23,CALIFORNIA,CA,US,STATE,36,CASES
1980,23,PUERTO RICO,PR,US,STATE,1,CASES
1980,24,MAINE,ME,US,STATE,3,CASES
1980,24,NEW HAMPSHIRE,NH,US,STATE,9,CASES
1980,24,VERMONT,VT,US,STATE,1,CASES
1980,24,MASSACHUSETTS,MA,US,STATE,3,CASES
1980,24,UPSTATE NEW YORK,NY,US,STATE,10,CASES
1980,24,NEW YORK CITY,NY,US,STATE,36,CASES
1980,24,NEW JERSEY,NJ,US,STATE,34,CASES
1980,24,PENNSYLVANIA,PA,US,STATE,18,CASES
1980,24,INDIANA,IN,US,STATE,4,CASES
1980,24,WISCONSIN,WI,US,STATE,78,CASES
1980,24,MINNESOTA,MN,US,STATE,27,CASES
1980,24,MISSOURI,MO,US,STATE,1,CASES
1980,24,MARYLAND,MD,US,STATE,1,CASES
1980,24,VIRGINIA,VA,US,STATE,5,CASES
1980,24,NORTH CAROLINA,NC,US,STATE,6,CASES
1980,24,GEORGIA,GA,US,STATE,13,CASES
1980,24,FLORIDA,FL,US,STATE,9,CASES
1980,24,KENTUCKY,KY,US,STATE,3,CASES
1980,24,TENNESSEE,TN,US,STATE,7,CASES
1980,24,OKLAHOMA,OK,US,STATE,39,CASES
1980,24,TEXAS,TX,US,STATE,4,CASES
1980,24,ARIZONA,AZ,US,STATE,49,CASES
1980,24,WASHINGTON,WA,US,STATE,3,CASES
1980,24,CALIFORNIA,CA,US,STATE,152,CASES
1980,24,PUERTO RICO,PR,US,STATE,7,CASES
1980,25,NEW HAMPSHIRE,NH,US,STATE,5,CASES
1980,25,MASSACHUSETTS,MA,US,STATE,2,CASES
1980,25,CONNECTICUT,CT,US,STATE,1,CASES
1980,25,UPSTATE NEW YORK,NY,US,STATE,13,CASES
1980,25,NEW YORK CITY,NY,US,STATE,61,CASES
1980,25,NEW JERSEY,NJ,US,STATE,40,CASES
1980,25,OHIO,OH,US,STATE,42,CASES
1980,25,INDIANA,IN,US,STATE,1,CASES
1980,25,ILLINOIS,IL,US,STATE,15,CASES
1980,25,MICHIGAN,MI,US,STATE,3,CASES
1980,25,WISCONSIN,WI,US,STATE,91,CASES
1980,25,MINNESOTA,MN,US,STATE,41,CASES
1980,25,DELAWARE,DE,US,STATE,2,CASES
1980,25,VIRGINIA,VA,US,STATE,4,CASES
1980,25,SOUTH CAROLINA,SC,US,STATE,2,CASES
1980,25,GEORGIA,GA,US,STATE,47,CASES
1980,25,FLORIDA,FL,US,STATE,5,CASES
1980,25,KENTUCKY,KY,US,STATE,1,CASES
1980,25,TENNESSEE,TN,US,STATE,2,CASES
1980,25,TEXAS,TX,US,STATE,4,CASES
1980,25,COLORADO,CO,US,STATE,1,CASES
1980,25,ARIZONA,AZ,US,STATE,30,CASES
1980,25,CALIFORNIA,CA,US,STATE,45,CASES
1980,26,MAINE,ME,US,STATE,1,CASES
1980,26,NEW HAMPSHIRE,NH,US,STATE,7,CASES
1980,26,MASSACHUSETTS,MA,US,STATE,2,CASES
1980,26,CONNECTICUT,CT,US,STATE,1,CASES
1980,26,UPSTATE NEW YORK,NY,US,STATE,9,CASES
1980,26,NEW YORK CITY,NY,US,STATE,72,CASES
1980,26,NEW JERSEY,NJ,US,STATE,30,CASES
1980,26,PENNSYLVANIA,PA,US,STATE,3,CASES
1980,26,OHIO,OH,US,STATE,21,CASES
1980,26,INDIANA,IN,US,STATE,2,CASES
1980,26,ILLINOIS,IL,US,STATE,23,CASES
1980,26,MICHIGAN,MI,US,STATE,6,CASES
1980,26,WISCONSIN,WI,US,STATE,63,CASES
1980,26,MINNESOTA,MN,US,STATE,32,CASES
1980,26,MISSOURI,MO,US,STATE,1,CASES
1980,26,NEBRASKA,NE,US,STATE,1,CASES
1980,26,KANSAS,KS,US,STATE,4,CASES
1980,26,MARYLAND,MD,US,STATE,23,CASES
1980,26,NORTH CAROLINA,NC,US,STATE,2,CASES
1980,26,GEORGIA,GA,US,STATE,14,CASES
1980,26,FLORIDA,FL,US,STATE,7,CASES
1980,26,TENNESSEE,TN,US,STATE,3,CASES
1980,26,ALABAMA,AL,US,STATE,1,CASES
1980,26,OKLAHOMA,OK,US,STATE,2,CASES
1980,26,TEXAS,TX,US,STATE,3,CASES
1980,26,WASHINGTON,WA,US,STATE,1,CASES
1980,26,CALIFORNIA,CA,US,STATE,44,CASES
1980,27,MASSACHUSETTS,MA,US,STATE,1,CASES
1980,27,UPSTATE NEW YORK,NY,US,STATE,24,CASES
1980,27,NEW YORK CITY,NY,US,STATE,37,CASES
1980,27,PENNSYLVANIA,PA,US,STATE,12,CASES
1980,27,OHIO,OH,US,STATE,29,CASES
1980,27,ILLINOIS,IL,US,STATE,3,CASES
1980,27,MICHIGAN,MI,US,STATE,3,CASES
1980,27,WISCONSIN,WI,US,STATE,55,CASES
1980,27,MINNESOTA,MN,US,STATE,11,CASES
1980,27,VIRGINIA,VA,US,STATE,3,CASES
1980,27,NORTH CAROLINA,NC,US,STATE,7,CASES
1980,27,SOUTH CAROLINA,SC,US,STATE,15,CASES
1980,27,GEORGIA,GA,US,STATE,14,CASES
1980,27,FLORIDA,FL,US,STATE,7,CASES
1980,27,TENNESSEE,TN,US,STATE,19,CASES
1980,27,ARKANSAS,AR,US,STATE,1,CASES
1980,27,OKLAHOMA,OK,US,STATE,7,CASES
1980,27,COLORADO,CO,US,STATE,2,CASES
1980,27,WASHINGTON,WA,US,STATE,2,CASES
1980,27,CALIFORNIA,CA,US,STATE,10,CASES
1980,28,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1980,28,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1980,28,NEW YORK CITY,NY,US,STATE,30,CASES
1980,28,NEW JERSEY,NJ,US,STATE,14,CASES
1980,28,OHIO,OH,US,STATE,67,CASES
1980,28,INDIANA,IN,US,STATE,1,CASES
1980,28,ILLINOIS,IL,US,STATE,3,CASES
1980,28,WISCONSIN,WI,US,STATE,41,CASES
1980,28,NEBRASKA,NE,US,STATE,2,CASES
1980,28,VIRGINIA,VA,US,STATE,1,CASES
1980,28,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,28,SOUTH CAROLINA,SC,US,STATE,2,CASES
1980,28,FLORIDA,FL,US,STATE,4,CASES
1980,28,OKLAHOMA,OK,US,STATE,4,CASES
1980,28,TEXAS,TX,US,STATE,5,CASES
1980,28,COLORADO,CO,US,STATE,3,CASES
1980,28,ARIZONA,AZ,US,STATE,14,CASES
1980,28,WASHINGTON,WA,US,STATE,1,CASES
1980,28,CALIFORNIA,CA,US,STATE,5,CASES
1980,29,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1980,29,MASSACHUSETTS,MA,US,STATE,2,CASES
1980,29,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1980,29,NEW YORK CITY,NY,US,STATE,15,CASES
1980,29,NEW JERSEY,NJ,US,STATE,10,CASES
1980,29,INDIANA,IN,US,STATE,2,CASES
1980,29,ILLINOIS,IL,US,STATE,12,CASES
1980,29,MICHIGAN,MI,US,STATE,2,CASES
1980,29,WISCONSIN,WI,US,STATE,14,CASES
1980,29,MINNESOTA,MN,US,STATE,20,CASES
1980,29,MISSOURI,MO,US,STATE,1,CASES
1980,29,VIRGINIA,VA,US,STATE,1,CASES
1980,29,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,29,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,29,SOUTH CAROLINA,SC,US,STATE,1,CASES
1980,29,FLORIDA,FL,US,STATE,10,CASES
1980,29,ARKANSAS,AR,US,STATE,1,CASES
1980,29,TEXAS,TX,US,STATE,4,CASES
1980,29,ARIZONA,AZ,US,STATE,10,CASES
1980,29,NEVADA,NV,US,STATE,1,CASES
1980,29,CALIFORNIA,CA,US,STATE,14,CASES
1980,30,MASSACHUSETTS,MA,US,STATE,2,CASES
1980,30,UPSTATE NEW YORK,NY,US,STATE,12,CASES
1980,30,NEW YORK CITY,NY,US,STATE,12,CASES
1980,30,NEW JERSEY,NJ,US,STATE,21,CASES
1980,30,PENNSYLVANIA,PA,US,STATE,22,CASES
1980,30,OHIO,OH,US,STATE,7,CASES
1980,30,INDIANA,IN,US,STATE,4,CASES
1980,30,WISCONSIN,WI,US,STATE,34,CASES
1980,30,MINNESOTA,MN,US,STATE,7,CASES
1980,30,MARYLAND,MD,US,STATE,1,CASES
1980,30,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,30,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,30,FLORIDA,FL,US,STATE,4,CASES
1980,30,TENNESSEE,TN,US,STATE,2,CASES
1980,30,TEXAS,TX,US,STATE,1,CASES
1980,30,COLORADO,CO,US,STATE,1,CASES
1980,30,WASHINGTON,WA,US,STATE,1,CASES
1980,30,CALIFORNIA,CA,US,STATE,25,CASES
1980,31,UPSTATE NEW YORK,NY,US,STATE,9,CASES
1980,31,NEW YORK CITY,NY,US,STATE,7,CASES
1980,31,NEW JERSEY,NJ,US,STATE,1,CASES
1980,31,OHIO,OH,US,STATE,2,CASES
1980,31,INDIANA,IN,US,STATE,1,CASES
1980,31,ILLINOIS,IL,US,STATE,3,CASES
1980,31,WISCONSIN,WI,US,STATE,54,CASES
1980,31,MINNESOTA,MN,US,STATE,9,CASES
1980,31,NORTH CAROLINA,NC,US,STATE,3,CASES
1980,31,FLORIDA,FL,US,STATE,4,CASES
1980,31,KENTUCKY,KY,US,STATE,1,CASES
1980,31,TENNESSEE,TN,US,STATE,1,CASES
1980,31,TEXAS,TX,US,STATE,5,CASES
1980,31,ARIZONA,AZ,US,STATE,13,CASES
1980,31,UTAH,UT,US,STATE,1,CASES
1980,31,WASHINGTON,WA,US,STATE,4,CASES
1980,31,CALIFORNIA,CA,US,STATE,10,CASES
1980,32,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1980,32,NEW YORK CITY,NY,US,STATE,11,CASES
1980,32,NEW JERSEY,NJ,US,STATE,2,CASES
1980,32,OHIO,OH,US,STATE,16,CASES
1980,32,ILLINOIS,IL,US,STATE,2,CASES
1980,32,MICHIGAN,MI,US,STATE,1,CASES
1980,32,WISCONSIN,WI,US,STATE,44,CASES
1980,32,MINNESOTA,MN,US,STATE,8,CASES
1980,32,FLORIDA,FL,US,STATE,4,CASES
1980,32,TEXAS,TX,US,STATE,2,CASES
1980,32,ARIZONA,AZ,US,STATE,3,CASES
1980,32,CALIFORNIA,CA,US,STATE,4,CASES
1980,32,HAWAII,HI,US,STATE,1,CASES
1980,33,MASSACHUSETTS,MA,US,STATE,1,CASES
1980,33,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1980,33,NEW YORK CITY,NY,US,STATE,7,CASES
1980,33,NEW JERSEY,NJ,US,STATE,4,CASES
1980,33,PENNSYLVANIA,PA,US,STATE,10,CASES
1980,33,OHIO,OH,US,STATE,2,CASES
1980,33,MICHIGAN,MI,US,STATE,3,CASES
1980,33,WISCONSIN,WI,US,STATE,5,CASES
1980,33,MINNESOTA,MN,US,STATE,1,CASES
1980,33,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,33,FLORIDA,FL,US,STATE,2,CASES
1980,33,KENTUCKY,KY,US,STATE,1,CASES
1980,33,OKLAHOMA,OK,US,STATE,1,CASES
1980,33,TEXAS,TX,US,STATE,1,CASES
1980,33,ARIZONA,AZ,US,STATE,4,CASES
1980,33,CALIFORNIA,CA,US,STATE,9,CASES
1980,34,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,34,NEW YORK CITY,NY,US,STATE,5,CASES
1980,34,MICHIGAN,MI,US,STATE,1,CASES
1980,34,WISCONSIN,WI,US,STATE,7,CASES
1980,34,SOUTH CAROLINA,SC,US,STATE,2,CASES
1980,34,FLORIDA,FL,US,STATE,2,CASES
1980,34,OKLAHOMA,OK,US,STATE,1,CASES
1980,34,TEXAS,TX,US,STATE,5,CASES
1980,34,COLORADO,CO,US,STATE,1,CASES
1980,34,ARIZONA,AZ,US,STATE,2,CASES
1980,34,CALIFORNIA,CA,US,STATE,1,CASES
1980,34,PUERTO RICO,PR,US,STATE,2,CASES
1980,35,MASSACHUSETTS,MA,US,STATE,4,CASES
1980,35,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1980,35,NEW YORK CITY,NY,US,STATE,4,CASES
1980,35,OHIO,OH,US,STATE,2,CASES
1980,35,ILLINOIS,IL,US,STATE,14,CASES
1980,35,WISCONSIN,WI,US,STATE,6,CASES
1980,35,MINNESOTA,MN,US,STATE,1,CASES
1980,35,VIRGINIA,VA,US,STATE,1,CASES
1980,35,GEORGIA,GA,US,STATE,11,CASES
1980,35,FLORIDA,FL,US,STATE,1,CASES
1980,35,KENTUCKY,KY,US,STATE,2,CASES
1980,35,OKLAHOMA,OK,US,STATE,3,CASES
1980,35,TEXAS,TX,US,STATE,3,CASES
1980,35,ARIZONA,AZ,US,STATE,4,CASES
1980,35,PUERTO RICO,PR,US,STATE,3,CASES
1980,36,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,36,NEW YORK CITY,NY,US,STATE,2,CASES
1980,36,NEW JERSEY,NJ,US,STATE,2,CASES
1980,36,OHIO,OH,US,STATE,1,CASES
1980,36,INDIANA,IN,US,STATE,1,CASES
1980,36,WISCONSIN,WI,US,STATE,11,CASES
1980,36,MINNESOTA,MN,US,STATE,1,CASES
1980,36,VIRGINIA,VA,US,STATE,1,CASES
1980,36,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,36,FLORIDA,FL,US,STATE,2,CASES
1980,36,ARKANSAS,AR,US,STATE,1,CASES
1980,36,WASHINGTON,WA,US,STATE,3,CASES
1980,36,PUERTO RICO,PR,US,STATE,9,CASES
1980,37,CONNECTICUT,CT,US,STATE,2,CASES
1980,37,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1980,37,NEW YORK CITY,NY,US,STATE,3,CASES
1980,37,OHIO,OH,US,STATE,1,CASES
1980,37,ILLINOIS,IL,US,STATE,2,CASES
1980,37,MINNESOTA,MN,US,STATE,4,CASES
1980,37,VIRGINIA,VA,US,STATE,1,CASES
1980,37,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,37,GEORGIA,GA,US,STATE,1,CASES
1980,37,FLORIDA,FL,US,STATE,3,CASES
1980,37,TEXAS,TX,US,STATE,2,CASES
1980,37,ARIZONA,AZ,US,STATE,6,CASES
1980,37,CALIFORNIA,CA,US,STATE,7,CASES
1980,37,ALASKA,AK,US,STATE,1,CASES
1980,38,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,38,NEW YORK CITY,NY,US,STATE,4,CASES
1980,38,WISCONSIN,WI,US,STATE,5,CASES
1980,38,MARYLAND,MD,US,STATE,11,CASES
1980,38,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,38,FLORIDA,FL,US,STATE,1,CASES
1980,38,TEXAS,TX,US,STATE,1,CASES
1980,38,CALIFORNIA,CA,US,STATE,8,CASES
1980,38,PUERTO RICO,PR,US,STATE,6,CASES
1980,39,NEW YORK CITY,NY,US,STATE,3,CASES
1980,39,PENNSYLVANIA,PA,US,STATE,2,CASES
1980,39,OHIO,OH,US,STATE,1,CASES
1980,39,ILLINOIS,IL,US,STATE,1,CASES
1980,39,WISCONSIN,WI,US,STATE,1,CASES
1980,39,VIRGINIA,VA,US,STATE,4,CASES
1980,39,FLORIDA,FL,US,STATE,2,CASES
1980,39,TEXAS,TX,US,STATE,1,CASES
1980,39,CALIFORNIA,CA,US,STATE,8,CASES
1980,39,PUERTO RICO,PR,US,STATE,4,CASES
1980,40,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1980,40,NEW YORK CITY,NY,US,STATE,4,CASES
1980,40,INDIANA,IN,US,STATE,1,CASES
1980,40,ILLINOIS,IL,US,STATE,2,CASES
1980,40,MICHIGAN,MI,US,STATE,1,CASES
1980,40,MISSOURI,MO,US,STATE,1,CASES
1980,40,NORTH CAROLINA,NC,US,STATE,1,CASES
1980,40,GEORGIA,GA,US,STATE,15,CASES
1980,40,FLORIDA,FL,US,STATE,5,CASES
1980,40,LOUISIANA,LA,US,STATE,1,CASES
1980,40,TEXAS,TX,US,STATE,3,CASES
1980,40,ARIZONA,AZ,US,STATE,2,CASES
1980,40,CALIFORNIA,CA,US,STATE,3,CASES
1980,40,HAWAII,HI,US,STATE,1,CASES
1980,40,PUERTO RICO,PR,US,STATE,3,CASES
1980,41,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1980,41,PENNSYLVANIA,PA,US,STATE,6,CASES
1980,41,OHIO,OH,US,STATE,2,CASES
1980,41,ILLINOIS,IL,US,STATE,1,CASES
1980,41,MICHIGAN,MI,US,STATE,5,CASES
1980,41,MARYLAND,MD,US,STATE,1,CASES
1980,41,VIRGINIA,VA,US,STATE,30,CASES
1980,41,FLORIDA,FL,US,STATE,2,CASES
1980,41,TENNESSEE,TN,US,STATE,1,CASES
1980,41,OKLAHOMA,OK,US,STATE,1,CASES
1980,41,TEXAS,TX,US,STATE,3,CASES
1980,41,ARIZONA,AZ,US,STATE,1,CASES
1980,41,NEVADA,NV,US,STATE,1,CASES
1980,42,CONNECTICUT,CT,US,STATE,1,CASES
1980,42,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1980,42,NEW YORK CITY,NY,US,STATE,2,CASES
1980,42,ILLINOIS,IL,US,STATE,6,CASES
1980,42,MICHIGAN,MI,US,STATE,6,CASES
1980,42,WISCONSIN,WI,US,STATE,1,CASES
1980,42,MINNESOTA,MN,US,STATE,3,CASES
1980,42,FLORIDA,FL,US,STATE,2,CASES
1980,42,TEXAS,TX,US,STATE,1,CASES
1980,42,CALIFORNIA,CA,US,STATE,5,CASES
1980,42,PUERTO RICO,PR,US,STATE,4,CASES
1980,43,NEW YORK CITY,NY,US,STATE,2,CASES
1980,43,NEW JERSEY,NJ,US,STATE,1,CASES
1980,43,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,43,TEXAS,TX,US,STATE,7,CASES
1980,43,CALIFORNIA,CA,US,STATE,7,CASES
1980,44,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1980,44,MICHIGAN,MI,US,STATE,3,CASES
1980,44,MINNESOTA,MN,US,STATE,1,CASES
1980,44,DISTRICT OF COLUMBIA,DC,US,STATE,5,CASES
1980,44,VIRGINIA,VA,US,STATE,1,CASES
1980,44,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,44,FLORIDA,FL,US,STATE,1,CASES
1980,44,LOUISIANA,LA,US,STATE,1,CASES
1980,44,ARIZONA,AZ,US,STATE,1,CASES
1980,44,CALIFORNIA,CA,US,STATE,10,CASES
1980,45,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,45,NEW YORK CITY,NY,US,STATE,2,CASES
1980,45,INDIANA,IN,US,STATE,1,CASES
1980,45,WEST VIRGINIA,WV,US,STATE,1,CASES
1980,45,FLORIDA,FL,US,STATE,2,CASES
1980,45,KENTUCKY,KY,US,STATE,1,CASES
1980,45,TEXAS,TX,US,STATE,5,CASES
1980,45,ARIZONA,AZ,US,STATE,3,CASES
1980,45,NEVADA,NV,US,STATE,1,CASES
1980,45,CALIFORNIA,CA,US,STATE,6,CASES
1980,46,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1980,46,NEW YORK CITY,NY,US,STATE,2,CASES
1980,46,NEW JERSEY,NJ,US,STATE,1,CASES
1980,46,TEXAS,TX,US,STATE,4,CASES
1980,46,ARIZONA,AZ,US,STATE,4,CASES
1980,46,CALIFORNIA,CA,US,STATE,18,CASES
1980,46,PUERTO RICO,PR,US,STATE,2,CASES
1980,47,NEW HAMPSHIRE,NH,US,STATE,3,CASES
1980,47,UPSTATE NEW YORK,NY,US,STATE,10,CASES
1980,47,NEW JERSEY,NJ,US,STATE,7,CASES
1980,47,WISCONSIN,WI,US,STATE,1,CASES
1980,47,WEST VIRGINIA,WV,US,STATE,2,CASES
1980,47,FLORIDA,FL,US,STATE,2,CASES
1980,47,KENTUCKY,KY,US,STATE,1,CASES
1980,47,TEXAS,TX,US,STATE,6,CASES
1980,47,ARIZONA,AZ,US,STATE,5,CASES
1980,47,OREGON,OR,US,STATE,1,CASES
1980,47,CALIFORNIA,CA,US,STATE,9,CASES
1980,47,PUERTO RICO,PR,US,STATE,2,CASES
1980,48,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,48,NEW YORK CITY,NY,US,STATE,1,CASES
1980,48,PENNSYLVANIA,PA,US,STATE,18,CASES
1980,48,WEST VIRGINIA,WV,US,STATE,2,CASES
1980,48,GEORGIA,GA,US,STATE,9,CASES
1980,48,FLORIDA,FL,US,STATE,1,CASES
1980,48,LOUISIANA,LA,US,STATE,1,CASES
1980,48,TEXAS,TX,US,STATE,1,CASES
1980,48,ARIZONA,AZ,US,STATE,1,CASES
1980,48,CALIFORNIA,CA,US,STATE,12,CASES
1980,48,PUERTO RICO,PR,US,STATE,7,CASES
1980,49,MASSACHUSETTS,MA,US,STATE,1,CASES
1980,49,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1980,49,NEW YORK CITY,NY,US,STATE,5,CASES
1980,49,PENNSYLVANIA,PA,US,STATE,11,CASES
1980,49,INDIANA,IN,US,STATE,1,CASES
1980,49,ILLINOIS,IL,US,STATE,6,CASES
1980,49,MINNESOTA,MN,US,STATE,1,CASES
1980,49,FLORIDA,FL,US,STATE,1,CASES
1980,49,MISSISSIPPI,MS,US,STATE,14,CASES
1980,49,TEXAS,TX,US,STATE,2,CASES
1980,49,ARIZONA,AZ,US,STATE,1,CASES
1980,49,CALIFORNIA,CA,US,STATE,14,CASES
1980,49,PUERTO RICO,PR,US,STATE,4,CASES
1980,50,VERMONT,VT,US,STATE,1,CASES
1980,50,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1980,50,NEW YORK CITY,NY,US,STATE,2,CASES
1980,50,PENNSYLVANIA,PA,US,STATE,8,CASES
1980,50,WISCONSIN,WI,US,STATE,1,CASES
1980,50,DELAWARE,DE,US,STATE,1,CASES
1980,50,MARYLAND,MD,US,STATE,1,CASES
1980,50,GEORGIA,GA,US,STATE,9,CASES
1980,50,LOUISIANA,LA,US,STATE,2,CASES
1980,50,TEXAS,TX,US,STATE,3,CASES
1980,50,WASHINGTON,WA,US,STATE,1,CASES
1980,50,CALIFORNIA,CA,US,STATE,9,CASES
1980,50,HAWAII,HI,US,STATE,1,CASES
1980,50,PUERTO RICO,PR,US,STATE,3,CASES
1980,51,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1980,51,NEW YORK CITY,NY,US,STATE,1,CASES
1980,51,GEORGIA,GA,US,STATE,3,CASES
