year,week,loc,state,country,loc_type,number,event
1980,51,FLORIDA,FL,US,STATE,2,CASES
1980,51,MISSISSIPPI,MS,US,STATE,1,CASES
1980,51,TEXAS,TX,US,STATE,3,CASES
1980,51,ARIZONA,AZ,US,STATE,1,CASES
1980,51,CALIFORNIA,CA,US,STATE,2,CASES
1980,51,PUERTO RICO,PR,US,STATE,13,CASES
1980,53,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1980,53,INDIANA,IN,US,STATE,2,CASES
1980,53,FLORIDA,FL,US,STATE,1,CASES
1980,53,TEXAS,TX,US,STATE,3,CASES
1980,53,ARIZONA,AZ,US,STATE,1,CASES
1980,53,NEVADA,NV,US,STATE,2,CASES
1980,53,CALIFORNIA,CA,US,STATE,17,CASES
1981,1,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,1,NEW YORK CITY,NY,US,STATE,2,CASES
1981,1,PENNSYLVANIA,PA,US,STATE,3,CASES
1981,1,NEVADA,NV,US,STATE,4,CASES
1981,1,CALIFORNIA,CA,US,STATE,4,CASES
1981,1,HAWAII,HI,US,STATE,1,CASES
1981,2,VERMONT,VT,US,STATE,1,CASES
1981,2,UPSTATE NEW YORK,NY,US,STATE,9,CASES
1981,2,NEW YORK CITY,NY,US,STATE,2,CASES
1981,2,NEW JERSEY,NJ,US,STATE,3,CASES
1981,2,MICHIGAN,MI,US,STATE,5,CASES
1981,2,GEORGIA,GA,US,STATE,1,CASES
1981,2,FLORIDA,FL,US,STATE,2,CASES
1981,2,OKLAHOMA,OK,US,STATE,1,CASES
1981,2,TEXAS,TX,US,STATE,4,CASES
1981,2,CALIFORNIA,CA,US,STATE,26,CASES
1981,3,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1981,3,NEW YORK CITY,NY,US,STATE,1,CASES
1981,3,NEW JERSEY,NJ,US,STATE,2,CASES
1981,3,WEST VIRGINIA,WV,US,STATE,1,CASES
1981,3,GEORGIA,GA,US,STATE,5,CASES
1981,3,FLORIDA,FL,US,STATE,1,CASES
1981,3,CALIFORNIA,CA,US,STATE,6,CASES
1981,3,PUERTO RICO,PR,US,STATE,3,CASES
1981,4,CONNECTICUT,CT,US,STATE,1,CASES
1981,4,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1981,4,NEW YORK CITY,NY,US,STATE,5,CASES
1981,4,PENNSYLVANIA,PA,US,STATE,7,CASES
1981,4,GEORGIA,GA,US,STATE,2,CASES
1981,4,FLORIDA,FL,US,STATE,6,CASES
1981,4,TEXAS,TX,US,STATE,3,CASES
1981,4,NEVADA,NV,US,STATE,1,CASES
1981,4,CALIFORNIA,CA,US,STATE,10,CASES
1981,4,PUERTO RICO,PR,US,STATE,4,CASES
1981,5,CONNECTICUT,CT,US,STATE,1,CASES
1981,5,UPSTATE NEW YORK,NY,US,STATE,12,CASES
1981,5,NEW YORK CITY,NY,US,STATE,1,CASES
1981,5,MICHIGAN,MI,US,STATE,1,CASES
1981,5,GEORGIA,GA,US,STATE,8,CASES
1981,5,FLORIDA,FL,US,STATE,1,CASES
1981,5,TEXAS,TX,US,STATE,5,CASES
1981,5,CALIFORNIA,CA,US,STATE,11,CASES
1981,5,PUERTO RICO,PR,US,STATE,5,CASES
1981,6,CONNECTICUT,CT,US,STATE,1,CASES
1981,6,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1981,6,NEW YORK CITY,NY,US,STATE,1,CASES
1981,6,NEW JERSEY,NJ,US,STATE,2,CASES
1981,6,ILLINOIS,IL,US,STATE,1,CASES
1981,6,MICHIGAN,MI,US,STATE,1,CASES
1981,6,GEORGIA,GA,US,STATE,9,CASES
1981,6,FLORIDA,FL,US,STATE,11,CASES
1981,6,TENNESSEE,TN,US,STATE,1,CASES
1981,6,TEXAS,TX,US,STATE,4,CASES
1981,6,NEVADA,NV,US,STATE,2,CASES
1981,7,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,7,NEW YORK CITY,NY,US,STATE,2,CASES
1981,7,OHIO,OH,US,STATE,7,CASES
1981,7,ILLINOIS,IL,US,STATE,2,CASES
1981,7,MICHIGAN,MI,US,STATE,4,CASES
1981,7,MINNESOTA,MN,US,STATE,1,CASES
1981,7,NEBRASKA,NE,US,STATE,1,CASES
1981,7,WEST VIRGINIA,WV,US,STATE,3,CASES
1981,7,GEORGIA,GA,US,STATE,5,CASES
1981,7,FLORIDA,FL,US,STATE,3,CASES
1981,7,TEXAS,TX,US,STATE,2,CASES
1981,7,CALIFORNIA,CA,US,STATE,7,CASES
1981,7,PUERTO RICO,PR,US,STATE,1,CASES
1981,8,UPSTATE NEW YORK,NY,US,STATE,50,CASES
1981,8,NEW YORK CITY,NY,US,STATE,1,CASES
1981,8,INDIANA,IN,US,STATE,1,CASES
1981,8,ILLINOIS,IL,US,STATE,2,CASES
1981,8,MICHIGAN,MI,US,STATE,1,CASES
1981,8,GEORGIA,GA,US,STATE,10,CASES
1981,8,FLORIDA,FL,US,STATE,12,CASES
1981,8,OKLAHOMA,OK,US,STATE,2,CASES
1981,8,TEXAS,TX,US,STATE,2,CASES
1981,8,CALIFORNIA,CA,US,STATE,3,CASES
1981,9,MASSACHUSETTS,MA,US,STATE,6,CASES
1981,9,UPSTATE NEW YORK,NY,US,STATE,26,CASES
1981,9,NEW YORK CITY,NY,US,STATE,4,CASES
1981,9,PENNSYLVANIA,PA,US,STATE,6,CASES
1981,9,OHIO,OH,US,STATE,4,CASES
1981,9,INDIANA,IN,US,STATE,1,CASES
1981,9,ILLINOIS,IL,US,STATE,1,CASES
1981,9,MICHIGAN,MI,US,STATE,3,CASES
1981,9,IOWA,IA,US,STATE,1,CASES
1981,9,GEORGIA,GA,US,STATE,1,CASES
1981,9,FLORIDA,FL,US,STATE,9,CASES
1981,9,ARKANSAS,AR,US,STATE,1,CASES
1981,9,TEXAS,TX,US,STATE,2,CASES
1981,9,ARIZONA,AZ,US,STATE,1,CASES
1981,9,CALIFORNIA,CA,US,STATE,14,CASES
1981,9,PUERTO RICO,PR,US,STATE,5,CASES
1981,10,MASSACHUSETTS,MA,US,STATE,3,CASES
1981,10,UPSTATE NEW YORK,NY,US,STATE,11,CASES
1981,10,NEW YORK CITY,NY,US,STATE,4,CASES
1981,10,NEW JERSEY,NJ,US,STATE,1,CASES
1981,10,PENNSYLVANIA,PA,US,STATE,2,CASES
1981,10,ILLINOIS,IL,US,STATE,1,CASES
1981,10,KANSAS,KS,US,STATE,1,CASES
1981,10,GEORGIA,GA,US,STATE,7,CASES
1981,10,FLORIDA,FL,US,STATE,26,CASES
1981,10,TEXAS,TX,US,STATE,4,CASES
1981,10,NEVADA,NV,US,STATE,1,CASES
1981,10,CALIFORNIA,CA,US,STATE,12,CASES
1981,10,PUERTO RICO,PR,US,STATE,5,CASES
1981,11,MAINE,ME,US,STATE,1,CASES
1981,11,MASSACHUSETTS,MA,US,STATE,6,CASES
1981,11,UPSTATE NEW YORK,NY,US,STATE,16,CASES
1981,11,NEW JERSEY,NJ,US,STATE,3,CASES
1981,11,OHIO,OH,US,STATE,2,CASES
1981,11,INDIANA,IN,US,STATE,1,CASES
1981,11,MICHIGAN,MI,US,STATE,2,CASES
1981,11,MARYLAND,MD,US,STATE,1,CASES
1981,11,VIRGINIA,VA,US,STATE,2,CASES
1981,11,GEORGIA,GA,US,STATE,9,CASES
1981,11,FLORIDA,FL,US,STATE,16,CASES
1981,11,OKLAHOMA,OK,US,STATE,1,CASES
1981,11,TEXAS,TX,US,STATE,2,CASES
1981,11,CALIFORNIA,CA,US,STATE,11,CASES
1981,11,PUERTO RICO,PR,US,STATE,8,CASES
1981,12,MAINE,ME,US,STATE,1,CASES
1981,12,UPSTATE NEW YORK,NY,US,STATE,7,CASES
1981,12,NEW YORK CITY,NY,US,STATE,4,CASES
1981,12,NEW JERSEY,NJ,US,STATE,3,CASES
1981,12,ILLINOIS,IL,US,STATE,1,CASES
1981,12,MICHIGAN,MI,US,STATE,2,CASES
1981,12,GEORGIA,GA,US,STATE,13,CASES
1981,12,FLORIDA,FL,US,STATE,16,CASES
1981,12,TENNESSEE,TN,US,STATE,1,CASES
1981,12,TEXAS,TX,US,STATE,5,CASES
1981,12,CALIFORNIA,CA,US,STATE,5,CASES
1981,12,PUERTO RICO,PR,US,STATE,23,CASES
1981,13,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1981,13,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1981,13,NEW YORK CITY,NY,US,STATE,6,CASES
1981,13,NEW JERSEY,NJ,US,STATE,3,CASES
1981,13,PENNSYLVANIA,PA,US,STATE,21,CASES
1981,13,MICHIGAN,MI,US,STATE,4,CASES
1981,13,GEORGIA,GA,US,STATE,4,CASES
1981,13,FLORIDA,FL,US,STATE,7,CASES
1981,13,TEXAS,TX,US,STATE,21,CASES
1981,13,COLORADO,CO,US,STATE,3,CASES
1981,13,NEVADA,NV,US,STATE,3,CASES
1981,13,CALIFORNIA,CA,US,STATE,10,CASES
1981,13,PUERTO RICO,PR,US,STATE,11,CASES
1981,14,UPSTATE NEW YORK,NY,US,STATE,9,CASES
1981,14,NEW YORK CITY,NY,US,STATE,3,CASES
1981,14,NEW JERSEY,NJ,US,STATE,2,CASES
1981,14,PENNSYLVANIA,PA,US,STATE,22,CASES
1981,14,GEORGIA,GA,US,STATE,1,CASES
1981,14,FLORIDA,FL,US,STATE,12,CASES
1981,14,TEXAS,TX,US,STATE,15,CASES
1981,14,ARIZONA,AZ,US,STATE,1,CASES
1981,14,CALIFORNIA,CA,US,STATE,17,CASES
1981,14,PUERTO RICO,PR,US,STATE,14,CASES
1981,14,VIRGIN ISLANDS,VI,US,STATE,1,CASES
1981,15,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1981,15,CONNECTICUT,CT,US,STATE,1,CASES
1981,15,UPSTATE NEW YORK,NY,US,STATE,8,CASES
1981,15,NEW JERSEY,NJ,US,STATE,2,CASES
1981,15,PENNSYLVANIA,PA,US,STATE,23,CASES
1981,15,NORTH CAROLINA,NC,US,STATE,3,CASES
1981,15,GEORGIA,GA,US,STATE,5,CASES
1981,15,FLORIDA,FL,US,STATE,7,CASES
1981,15,OKLAHOMA,OK,US,STATE,2,CASES
1981,15,COLORADO,CO,US,STATE,1,CASES
1981,15,NEVADA,NV,US,STATE,2,CASES
1981,15,CALIFORNIA,CA,US,STATE,18,CASES
1981,15,PUERTO RICO,PR,US,STATE,16,CASES
1981,16,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1981,16,NEW YORK CITY,NY,US,STATE,1,CASES
1981,16,OHIO,OH,US,STATE,2,CASES
1981,16,ILLINOIS,IL,US,STATE,8,CASES
1981,16,MICHIGAN,MI,US,STATE,2,CASES
1981,16,FLORIDA,FL,US,STATE,16,CASES
1981,16,TEXAS,TX,US,STATE,55,CASES
1981,16,CALIFORNIA,CA,US,STATE,5,CASES
1981,16,PUERTO RICO,PR,US,STATE,14,CASES
1981,17,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1981,17,NEW YORK CITY,NY,US,STATE,1,CASES
1981,17,NEW JERSEY,NJ,US,STATE,12,CASES
1981,17,PENNSYLVANIA,PA,US,STATE,43,CASES
1981,17,MICHIGAN,MI,US,STATE,1,CASES
1981,17,WISCONSIN,WI,US,STATE,1,CASES
1981,17,NORTH CAROLINA,NC,US,STATE,1,CASES
1981,17,FLORIDA,FL,US,STATE,7,CASES
1981,17,OKLAHOMA,OK,US,STATE,1,CASES
1981,17,TEXAS,TX,US,STATE,62,CASES
1981,17,NEW MEXICO,NM,US,STATE,2,CASES
1981,17,CALIFORNIA,CA,US,STATE,9,CASES
1981,17,HAWAII,HI,US,STATE,2,CASES
1981,17,PUERTO RICO,PR,US,STATE,1,CASES
1981,17,VIRGIN ISLANDS,VI,US,STATE,1,CASES
1981,18,MAINE,ME,US,STATE,1,CASES
1981,18,MASSACHUSETTS,MA,US,STATE,8,CASES
1981,18,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1981,18,NEW YORK CITY,NY,US,STATE,2,CASES
1981,18,NEW JERSEY,NJ,US,STATE,4,CASES
1981,18,PENNSYLVANIA,PA,US,STATE,32,CASES
1981,18,ILLINOIS,IL,US,STATE,1,CASES
1981,18,MINNESOTA,MN,US,STATE,1,CASES
1981,18,GEORGIA,GA,US,STATE,4,CASES
1981,18,FLORIDA,FL,US,STATE,11,CASES
1981,18,TEXAS,TX,US,STATE,109,CASES
1981,18,COLORADO,CO,US,STATE,1,CASES
1981,18,NEW MEXICO,NM,US,STATE,1,CASES
1981,18,OREGON,OR,US,STATE,1,CASES
1981,18,CALIFORNIA,CA,US,STATE,7,CASES
1981,18,PUERTO RICO,PR,US,STATE,10,CASES
1981,19,MAINE,ME,US,STATE,1,CASES
1981,19,MASSACHUSETTS,MA,US,STATE,11,CASES
1981,19,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1981,19,NEW YORK CITY,NY,US,STATE,1,CASES
1981,19,NEW JERSEY,NJ,US,STATE,4,CASES
1981,19,INDIANA,IN,US,STATE,3,CASES
1981,19,ILLINOIS,IL,US,STATE,5,CASES
1981,19,MINNESOTA,MN,US,STATE,1,CASES
1981,19,DISTRICT OF COLUMBIA,DC,US,STATE,1,CASES
1981,19,GEORGIA,GA,US,STATE,7,CASES
1981,19,FLORIDA,FL,US,STATE,6,CASES
1981,19,TEXAS,TX,US,STATE,95,CASES
1981,19,NEW MEXICO,NM,US,STATE,1,CASES
1981,19,NEVADA,NV,US,STATE,1,CASES
1981,19,CALIFORNIA,CA,US,STATE,10,CASES
1981,19,PUERTO RICO,PR,US,STATE,5,CASES
1981,20,MAINE,ME,US,STATE,1,CASES
1981,20,MASSACHUSETTS,MA,US,STATE,11,CASES
1981,20,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1981,20,NEW JERSEY,NJ,US,STATE,2,CASES
1981,20,PENNSYLVANIA,PA,US,STATE,42,CASES
1981,20,MICHIGAN,MI,US,STATE,1,CASES
1981,20,FLORIDA,FL,US,STATE,2,CASES
1981,20,TEXAS,TX,US,STATE,70,CASES
1981,20,IDAHO,ID,US,STATE,1,CASES
1981,20,NEW MEXICO,NM,US,STATE,1,CASES
1981,20,ARIZONA,AZ,US,STATE,1,CASES
1981,20,PUERTO RICO,PR,US,STATE,4,CASES
1981,21,MASSACHUSETTS,MA,US,STATE,8,CASES
1981,21,CONNECTICUT,CT,US,STATE,1,CASES
1981,21,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,21,NEW YORK CITY,NY,US,STATE,6,CASES
1981,21,NEW JERSEY,NJ,US,STATE,2,CASES
1981,21,INDIANA,IN,US,STATE,1,CASES
1981,21,MICHIGAN,MI,US,STATE,1,CASES
1981,21,MINNESOTA,MN,US,STATE,1,CASES
1981,21,MISSOURI,MO,US,STATE,1,CASES
1981,21,GEORGIA,GA,US,STATE,3,CASES
1981,21,FLORIDA,FL,US,STATE,4,CASES
1981,21,TEXAS,TX,US,STATE,137,CASES
1981,21,OREGON,OR,US,STATE,2,CASES
1981,21,CALIFORNIA,CA,US,STATE,18,CASES
1981,21,PUERTO RICO,PR,US,STATE,18,CASES
1981,22,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,22,NEW YORK CITY,NY,US,STATE,4,CASES
1981,22,NEW JERSEY,NJ,US,STATE,3,CASES
1981,22,PENNSYLVANIA,PA,US,STATE,125,CASES
1981,22,GEORGIA,GA,US,STATE,5,CASES
1981,22,FLORIDA,FL,US,STATE,13,CASES
1981,22,TEXAS,TX,US,STATE,68,CASES
1981,22,CALIFORNIA,CA,US,STATE,27,CASES
1981,22,PUERTO RICO,PR,US,STATE,8,CASES
1981,23,CONNECTICUT,CT,US,STATE,1,CASES
1981,23,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1981,23,NEW JERSEY,NJ,US,STATE,1,CASES
1981,23,INDIANA,IN,US,STATE,1,CASES
1981,23,ILLINOIS,IL,US,STATE,1,CASES
1981,23,VIRGINIA,VA,US,STATE,3,CASES
1981,23,FLORIDA,FL,US,STATE,2,CASES
1981,23,ARKANSAS,AR,US,STATE,1,CASES
1981,23,TEXAS,TX,US,STATE,63,CASES
1981,23,NEW MEXICO,NM,US,STATE,3,CASES
1981,23,ARIZONA,AZ,US,STATE,1,CASES
1981,23,CALIFORNIA,CA,US,STATE,24,CASES
1981,23,PUERTO RICO,PR,US,STATE,11,CASES
1981,24,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1981,24,NEW YORK CITY,NY,US,STATE,1,CASES
1981,24,NEW JERSEY,NJ,US,STATE,1,CASES
1981,24,MINNESOTA,MN,US,STATE,1,CASES
1981,24,TEXAS,TX,US,STATE,26,CASES
1981,24,CALIFORNIA,CA,US,STATE,2,CASES
1981,26,NEW YORK CITY,NY,US,STATE,1,CASES
1981,26,MINNESOTA,MN,US,STATE,2,CASES
1981,26,MARYLAND,MD,US,STATE,1,CASES
1981,26,TEXAS,TX,US,STATE,33,CASES
1981,26,CALIFORNIA,CA,US,STATE,18,CASES
1981,26,PUERTO RICO,PR,US,STATE,17,CASES
1981,27,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,27,NEW YORK CITY,NY,US,STATE,4,CASES
1981,27,PENNSYLVANIA,PA,US,STATE,16,CASES
1981,27,MICHIGAN,MI,US,STATE,1,CASES
1981,27,GEORGIA,GA,US,STATE,4,CASES
1981,27,FLORIDA,FL,US,STATE,2,CASES
1981,27,TEXAS,TX,US,STATE,15,CASES
1981,27,CALIFORNIA,CA,US,STATE,4,CASES
1981,27,PUERTO RICO,PR,US,STATE,21,CASES
1981,27,VIRGIN ISLANDS,VI,US,STATE,4,CASES
1981,28,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1981,28,NEW YORK CITY,NY,US,STATE,2,CASES
1981,28,WISCONSIN,WI,US,STATE,1,CASES
1981,28,GEORGIA,GA,US,STATE,3,CASES
1981,28,FLORIDA,FL,US,STATE,1,CASES
1981,28,TEXAS,TX,US,STATE,14,CASES
1981,28,WASHINGTON,WA,US,STATE,2,CASES
1981,28,CALIFORNIA,CA,US,STATE,9,CASES
1981,28,PUERTO RICO,PR,US,STATE,2,CASES
1981,29,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1981,29,NEW YORK CITY,NY,US,STATE,7,CASES
1981,29,NEW JERSEY,NJ,US,STATE,1,CASES
1981,29,PENNSYLVANIA,PA,US,STATE,1,CASES
1981,29,ILLINOIS,IL,US,STATE,2,CASES
1981,29,GEORGIA,GA,US,STATE,1,CASES
1981,29,FLORIDA,FL,US,STATE,2,CASES
1981,29,LOUISIANA,LA,US,STATE,2,CASES
1981,29,TEXAS,TX,US,STATE,18,CASES
1981,29,COLORADO,CO,US,STATE,1,CASES
1981,29,CALIFORNIA,CA,US,STATE,6,CASES
1981,29,PUERTO RICO,PR,US,STATE,10,CASES
1981,30,MASSACHUSETTS,MA,US,STATE,3,CASES
1981,30,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,30,NEW YORK CITY,NY,US,STATE,2,CASES
1981,30,NEW JERSEY,NJ,US,STATE,1,CASES
1981,30,PENNSYLVANIA,PA,US,STATE,13,CASES
1981,30,INDIANA,IN,US,STATE,2,CASES
1981,30,FLORIDA,FL,US,STATE,3,CASES
1981,30,TENNESSEE,TN,US,STATE,2,CASES
1981,30,TEXAS,TX,US,STATE,11,CASES
1981,30,CALIFORNIA,CA,US,STATE,8,CASES
1981,30,PUERTO RICO,PR,US,STATE,2,CASES
1981,30,VIRGIN ISLANDS,VI,US,STATE,5,CASES
1981,31,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,31,NEW YORK CITY,NY,US,STATE,1,CASES
1981,31,NEW JERSEY,NJ,US,STATE,1,CASES
1981,31,PENNSYLVANIA,PA,US,STATE,6,CASES
1981,31,INDIANA,IN,US,STATE,5,CASES
1981,31,MICHIGAN,MI,US,STATE,2,CASES
1981,31,FLORIDA,FL,US,STATE,4,CASES
1981,31,TEXAS,TX,US,STATE,3,CASES
1981,31,ARIZONA,AZ,US,STATE,1,CASES
1981,31,CALIFORNIA,CA,US,STATE,8,CASES
1981,31,PUERTO RICO,PR,US,STATE,11,CASES
1981,32,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,32,NEW JERSEY,NJ,US,STATE,1,CASES
1981,32,MARYLAND,MD,US,STATE,2,CASES
1981,32,FLORIDA,FL,US,STATE,5,CASES
1981,32,TEXAS,TX,US,STATE,23,CASES
1981,32,CALIFORNIA,CA,US,STATE,9,CASES
1981,33,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,33,NEW YORK CITY,NY,US,STATE,1,CASES
1981,33,PENNSYLVANIA,PA,US,STATE,4,CASES
1981,33,WISCONSIN,WI,US,STATE,1,CASES
1981,33,FLORIDA,FL,US,STATE,7,CASES
1981,33,TEXAS,TX,US,STATE,8,CASES
1981,33,OREGON,OR,US,STATE,1,CASES
1981,33,CALIFORNIA,CA,US,STATE,4,CASES
1981,33,PUERTO RICO,PR,US,STATE,4,CASES
1981,34,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,34,NEW YORK CITY,NY,US,STATE,2,CASES
1981,34,MARYLAND,MD,US,STATE,1,CASES
1981,34,VIRGINIA,VA,US,STATE,1,CASES
1981,34,FLORIDA,FL,US,STATE,1,CASES
1981,34,TEXAS,TX,US,STATE,4,CASES
1981,34,CALIFORNIA,CA,US,STATE,3,CASES
1981,35,MASSACHUSETTS,MA,US,STATE,1,CASES
1981,35,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,35,NEW YORK CITY,NY,US,STATE,1,CASES
1981,35,OHIO,OH,US,STATE,1,CASES
1981,35,TEXAS,TX,US,STATE,1,CASES
1981,36,NEW JERSEY,NJ,US,STATE,2,CASES
1981,36,PENNSYLVANIA,PA,US,STATE,6,CASES
1981,36,GEORGIA,GA,US,STATE,3,CASES
1981,36,TEXAS,TX,US,STATE,5,CASES
1981,36,HAWAII,HI,US,STATE,2,CASES
1981,36,PUERTO RICO,PR,US,STATE,5,CASES
1981,37,VERMONT,VT,US,STATE,1,CASES
1981,37,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,37,NEW YORK CITY,NY,US,STATE,2,CASES
1981,37,FLORIDA,FL,US,STATE,1,CASES
1981,37,LOUISIANA,LA,US,STATE,2,CASES
1981,37,TEXAS,TX,US,STATE,2,CASES
1981,37,COLORADO,CO,US,STATE,1,CASES
1981,37,CALIFORNIA,CA,US,STATE,4,CASES
1981,37,HAWAII,HI,US,STATE,3,CASES
1981,37,PUERTO RICO,PR,US,STATE,1,CASES
1981,39,NEW YORK CITY,NY,US,STATE,6,CASES
1981,39,NEW JERSEY,NJ,US,STATE,1,CASES
1981,39,FLORIDA,FL,US,STATE,12,CASES
1981,39,ARKANSAS,AR,US,STATE,2,CASES
1981,39,TEXAS,TX,US,STATE,2,CASES
1981,39,CALIFORNIA,CA,US,STATE,2,CASES
1981,40,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,40,NEW YORK CITY,NY,US,STATE,3,CASES
1981,40,NEW JERSEY,NJ,US,STATE,1,CASES
1981,40,INDIANA,IN,US,STATE,1,CASES
1981,40,FLORIDA,FL,US,STATE,8,CASES
1981,40,ARKANSAS,AR,US,STATE,4,CASES
1981,40,TEXAS,TX,US,STATE,2,CASES
1981,40,WYOMING,WY,US,STATE,1,CASES
1981,40,PUERTO RICO,PR,US,STATE,5,CASES
1981,41,MASSACHUSETTS,MA,US,STATE,4,CASES
1981,41,FLORIDA,FL,US,STATE,12,CASES
1981,41,ARKANSAS,AR,US,STATE,3,CASES
1981,41,TEXAS,TX,US,STATE,3,CASES
1981,41,CALIFORNIA,CA,US,STATE,2,CASES
1981,41,PUERTO RICO,PR,US,STATE,3,CASES
1981,42,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,42,FLORIDA,FL,US,STATE,5,CASES
1981,42,ARKANSAS,AR,US,STATE,1,CASES
1981,42,OKLAHOMA,OK,US,STATE,1,CASES
1981,42,TEXAS,TX,US,STATE,5,CASES
1981,42,CALIFORNIA,CA,US,STATE,5,CASES
1981,43,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,43,PENNSYLVANIA,PA,US,STATE,21,CASES
1981,43,FLORIDA,FL,US,STATE,1,CASES
1981,43,ARKANSAS,AR,US,STATE,1,CASES
1981,43,TEXAS,TX,US,STATE,5,CASES
1981,43,CALIFORNIA,CA,US,STATE,2,CASES
1981,43,PUERTO RICO,PR,US,STATE,3,CASES
1981,44,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,44,NEW YORK CITY,NY,US,STATE,1,CASES
1981,44,FLORIDA,FL,US,STATE,9,CASES
1981,44,TEXAS,TX,US,STATE,3,CASES
1981,44,CALIFORNIA,CA,US,STATE,2,CASES
1981,44,PUERTO RICO,PR,US,STATE,3,CASES
1981,45,UPSTATE NEW YORK,NY,US,STATE,2,CASES
1981,45,NEW YORK CITY,NY,US,STATE,2,CASES
1981,45,PENNSYLVANIA,PA,US,STATE,37,CASES
1981,45,MICHIGAN,MI,US,STATE,3,CASES
1981,45,FLORIDA,FL,US,STATE,5,CASES
1981,45,ARKANSAS,AR,US,STATE,1,CASES
1981,45,TEXAS,TX,US,STATE,1,CASES
1981,46,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1981,46,UPSTATE NEW YORK,NY,US,STATE,5,CASES
1981,46,NEW YORK CITY,NY,US,STATE,11,CASES
1981,46,PENNSYLVANIA,PA,US,STATE,5,CASES
1981,46,ILLINOIS,IL,US,STATE,2,CASES
1981,46,FLORIDA,FL,US,STATE,1,CASES
1981,46,TEXAS,TX,US,STATE,1,CASES
1981,46,ARIZONA,AZ,US,STATE,2,CASES
1981,46,PUERTO RICO,PR,US,STATE,2,CASES
1981,47,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,47,NEW YORK CITY,NY,US,STATE,1,CASES
1981,47,PENNSYLVANIA,PA,US,STATE,7,CASES
1981,47,OHIO,OH,US,STATE,4,CASES
1981,47,WISCONSIN,WI,US,STATE,2,CASES
1981,47,FLORIDA,FL,US,STATE,14,CASES
1981,47,CALIFORNIA,CA,US,STATE,1,CASES
1981,47,PUERTO RICO,PR,US,STATE,4,CASES
1981,48,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1981,48,UPSTATE NEW YORK,NY,US,STATE,3,CASES
1981,48,NEW YORK CITY,NY,US,STATE,1,CASES
1981,48,PENNSYLVANIA,PA,US,STATE,13,CASES
1981,48,FLORIDA,FL,US,STATE,12,CASES
1981,48,KENTUCKY,KY,US,STATE,1,CASES
1981,48,TEXAS,TX,US,STATE,4,CASES
1981,48,COLORADO,CO,US,STATE,1,CASES
1981,48,CALIFORNIA,CA,US,STATE,1,CASES
1981,48,PUERTO RICO,PR,US,STATE,4,CASES
1981,49,NEW HAMPSHIRE,NH,US,STATE,1,CASES
1981,49,UPSTATE NEW YORK,NY,US,STATE,1,CASES
1981,49,NEW YORK CITY,NY,US,STATE,3,CASES
1981,49,NEW JERSEY,NJ,US,STATE,1,CASES
1981,49,FLORIDA,FL,US,STATE,2,CASES
1981,49,TEXAS,TX,US,STATE,1,CASES
1981,49,GUAM,GU,US,STATE,4,CASES
1981,49,PUERTO RICO,PR,US,STATE,4,CASES
1981,50,UPSTATE NEW YORK,NY,US,STATE,4,CASES
1981,50,PENNSYLVANIA,PA,US,STATE,29,CASES
1981,50,INDIANA,IN,US,STATE,2,CASES
1981,50,ILLINOIS,IL,US,STATE,1,CASES
1981,50,MICHIGAN,MI,US,STATE,1,CASES
1981,50,VIRGINIA,VA,US,STATE,3,CASES
1981,50,FLORIDA,FL,US,STATE,2,CASES
1981,50,TEXAS,TX,US,STATE,2,CASES
